,route_id,stop_id,stop_name
1567,20,26,Hope College
1568,20,27,CMC - Avinashi rd
1569,20,28,CIT - CODISSIA
1570,20,29,Polytechnic - Avinashi rd
1571,20,30,PSG Arts
1572,20,31,SITRA/Airport




1573,20A,1,Gandhipuram
1574,20A,2,Womens Polytechnic
1575,20A,3,Mani School/GKNM Hospl
1576,20A,4,Lakshmi Mills Junction
1577,20A,5,Nava India - Avinashi rd
1578,20A,6,Suguna Kalyana Mandapam
1579,20A,7,PSG Tech - Peelamedu
1580,20A,8,PSG Krishnammal
1581,20A,9,Varatharaja Mills
1582,20A,10,Hope College
1583,20A,11,CMC - Avinashi rd
1584,20A,12,CIT - CODISSIA
1585,20A,13,Polytechnic - Avinashi rd
1586,20A,14,PSG Arts
1587,20A,15,SITRA/Airport
1588,20A,16,KMCH - Avinashi rd
1589,20A,17,Goldwins
1590,20A,18,Thottipalayam Pirivu
1591,20A,19,Rangasamy Goundan pudur
1592,20A,20,Chinniyampalayam
1593,20A,21,Neelambur
1594,20A,22,Arasur - Avinashi road
1595,20A,23,Kaniyur
1596,20A,24,Karumathampatti
1597,20A,25,Somanur



1623,20B,1,SIHS Colony
1624,20B,2,Jai Shanthi - Singanallur
1625,20B,3,Vasantha mills - Singanallur
1626,20B,4,Singanallur
1627,20B,5,Varatharajapuram
1628,20B,6,ESI - Singanallur
1629,20B,7,LIONs - Singanallur
1630,20B,8,Ramanuja Nagar
1631,20B,9,Manis Theatre
1632,20B,10,Hope College
1633,20B,11,Varatharaja Mills
1634,20B,12,PSG Krishnammal
1635,20B,13,PSG Tech - Peelamedu
1636,20B,14,Suguna Kalyana Mandapam
1637,20B,15,Nava India - Avinashi rd
1638,20B,16,Lakshmi Mills Junction
1639,20B,17,Mani School/GKNM Hospl
1640,20B,18,Womens Polytechnic
1641,20B,19,Gandhipuram
1642,20B,20,100 feet/GP
1643,20B,21,Kalyan - 100ft rd
1644,20B,22,Karpagam Complex - 100ft
1645,20B,23,Power House
1646,20B,24,Sivanandha Colony
1647,20B,25,Saibaba Kovil






1648,20D,1,Gandhipuram
1649,20D,2,Womens Polytechnic
1650,20D,3,Mani School/GKNM Hospl
1651,20D,4,Lakshmi Mills Junction
1652,20D,5,Nava India - Avinashi rd
1653,20D,6,Suguna Kalyana Mandapam
1654,20D,7,PSG Tech - Peelamedu
1655,20D,8,PSG Krishnammal
1656,20D,9,Hope College
1657,20D,10,CMC - Avinashi rd
1658,20D,11,CIT - CODISSIA
1659,20D,12,Polytechnic - Avinashi rd
1660,20D,13,PSG Arts
1661,20D,14,SITRA/Airport
1662,20D,15,KMCH - Avinashi rd
1663,20D,16,Goldwins
1664,20D,17,Thottipalayam Pirivu
1665,20D,18,Rangasamy Goundan pudur
1666,20D,19,Chinniyampalayam
1667,20D,20,Neelambur
1668,20D,21,Arasur - Avinashi road
1669,20D,22,Kaniyur


1670,20C,1,SIHS Colony
1671,20C,2,Jai Shanthi - Singanallur
1672,20C,3,Vasantha mills - Singanallur
1673,20C,4,Singanallur
1674,20C,5,Varatharajapuram
1675,20C,6,ESI - Singanallur
1676,20C,7,LIONs - Singanallur
1677,20C,8,Ramanuja Nagar
1678,20C,9,Manis Theatre
1679,20C,10,Hope College
1680,20C,11,Varatharaja Mills
1681,20C,12,PSG Krishnammal
1682,20C,13,PSG Tech - Peelamedu
1683,20C,14,Suguna Kalyana Mandapam
1684,20C,15,Nava India - Avinashi rd
1685,20C,16,Lakshmi Mills Junction
1686,20C,17,Mani School/GKNM Hospl
1687,20C,18,Womens Polytechnic
1688,20C,19,Gandhipuram
1689,20C,20,100 feet/GP
1690,20C,21,Kalyan - 100ft rd
1691,20C,22,Karpagam Complex - 100ft
1692,20C,23,Power House
1693,20C,24,Sivanandha Colony
1694,20C,25,Saibaba Kovil
1695,20C,26,Eru Company - MTP rd
1696,20C,27,Housing unit - Kovundampalayam
1697,20C,28,Kavundampalayam
1698,20C,29,Cheran Nagar - MTP rd
1699,20C,30,ITI - MTP rd
1700,20C,31,GN mills - MTP rd
1701,20C,32,Vellakinar Pirivu - MTP rd
1702,20C,33,Thudiyalur
1703,20C,34,Vadamadurai
1704,20C,35,NGGO Colony
1705,20C,36,Kumaran mill - MTP rd
1706,20C,37,Narasimmanaicken palayam
1707,20C,38,Poochiyur



1726,21,1,Gandhipuram
1727,21,2,Alankar - Nanjappa rd
1728,21,3,Park Gate - Nanjappa rd
1729,21,4,VOC Park
1730,21,5,Uppilipalayam - Avinashi rd
1731,21,6,Collectorate/DSP
1732,21,7,Railway Station
1733,21,8,Government Hospital
1734,21,9,Town Hall
1735,21,10,Sukravarpettai
1736,21,11,Marakkadai
1737,21,12,Gandhi Park
1738,21,13,Veera Keralam
1739,21,14,Vedapatti
1740,21,15,Onapalayam - Thondamuthur rd
1741,21,16,Dhaliyur


1742,21A,1,Gandhipuram
1743,21A,2,Alankar - Nanjappa rd
1744,21A,3,Park Gate - Nanjappa rd
1745,21A,4,VOC Park
1746,21A,5,Uppilipalayam - Avinashi rd
1747,21A,6,Collectorate/DSP
1748,21A,7,Railway Station
1749,21A,8,Government Hospital
1750,21A,9,Town Hall
1751,21A,10,Sukravarpettai
1752,21A,11,Marakkadai
1753,21A,12,Gandhi Park
1754,21A,13,Veera Keralam
1755,21A,14,Vedapatti
1756,21A,15,Onapalayam - Thondamuthur rd
1757,21A,16,Kulathupalayam
1758,21A,17,Thondamuthur
1759,21A,18,Devarayapuram
1760,21A,19,Narasipuram






1761,21B,1,Town Hall
1762,21B,2,Sukravarpettai
1763,21B,3,Marakkadai
1764,21B,4,Gandhi Park
1765,21B,5,Veera Keralam
1766,21B,6,Vedapatti
1767,21B,7,Onapalayam - Thondamuthur rd
1768,21B,8,Kulathupalayam
1769,21B,9,Thondamuthur
1770,21B,10,Devarayapuram

1771,21C,1,Gandhipuram
1772,21C,2,Alankar - Nanjappa rd
1773,21C,3,Park Gate - Nanjappa rd
1774,21C,4,VOC Park
1775,21C,5,Uppilipalayam - Avinashi rd
1776,21C,6,Collectorate/DSP
1777,21C,7,Railway Station
1778,21C,8,Government Hospital
1779,21C,9,Town Hall
1780,21C,10,Sukravarpettai
1781,21C,11,Marakkadai
1782,21C,12,Gandhi Park
1783,21C,13,Veera Keralam
1784,21C,14,Vedapatti
1785,21C,15,Onapalayam - Thondamuthur rd
1786,21C,16,Kulathupalayam
1787,21C,17,Thondamuthur
1788,21C,18,Devarayapuram


1789,22,1,Sowripalayam
1790,22,2,Udayampalayam - Sowripalayam
1791,22,3,Puliakulam
1792,22,4,Sungam
1793,22,5,Sreepathi/Kannan
1794,22,6,Rainbow - Trichy rd
1795,22,7,Government Hospital
1796,22,8,Town Hall
1797,22,9,Sukravarpettai
1798,22,10,Marakkadai
1799,22,11,Gandhi Park
1800,22,12,Pal Company(Aavin)
1801,22,13,Lawley Road
1802,22,14,Agricultural University
1803,22,15,Veera Keralam


1804,22A,1,Chinniyampalayam
1805,22A,2,Rangasamy Goundan pudur
1806,22A,3,Thottipalayam Pirivu
1807,22A,4,Goldwins
1808,22A,5,KMCH - Avinashi rd
1809,22A,6,SITRA/Airport
1810,22A,7,PSG Arts
1811,22A,8,Polytechnic - Avinashi rd
1812,22A,9,CIT - CODISSIA
1813,22A,10,CMC - Avinashi rd
1814,22A,11,Hope College
1815,22A,12,Varatharaja Mills
1816,22A,13,PSG Krishnammal
1817,22A,14,PSG Tech - Peelamedu
1818,22A,15,Suguna Kalyana Mandapam
1819,22A,16,Nava India - Avinashi rd
1820,22A,17,Lakshmi Mills Junction
1821,22A,18,Mani School/GKNM Hospl
1822,22A,19,Womens Polytechnic
1823,22A,20,Gandhipuram
1824,22A,21,100 feet/GP
1825,22A,22,Kalyan - 100ft rd
1826,22A,23,Karpagam Complex - 100ft
1827,22A,24,Power House
1828,22A,25,TVS - MTP rd
1829,22A,26,Muthu theatre - MTP rd
1830,22A,27,Murugan mills - MTP rd
1831,22A,28,Saibaba Kovil
1832,22A,29,Puliamaram stop - NSR rd
1833,22A,30,Saibaba Colony
1834,22A,31,Venkittapuram
1835,22A,32,GCT - Thadagam rd
1836,22A,33,Lawley Road
1837,22A,34,Agricultural University
1838,22A,35,Veera Keralam




1839,23A,1,Podhanur
1840,23A,2,Sundharapuram
1841,23A,3,Kurichi
1842,23A,4,Aathupalam/L&T tollbooth
1843,23A,5,Karumbukkadai - Ukkadam
1844,23A,6,Ukkadam
1845,23A,7,BigBazaar
1846,23A,8,Town Hall
1847,23A,9,Government Hospital
1848,23A,10,Rainbow - Trichy rd
1849,23A,11,Sreepathi/Kannan
1850,23A,12,Sungam
1851,23A,13,Puliakulam
1852,23A,14,Udayampalayam - Sowripalayam
1853,23A,15,Sowripalayam
1854,23A,16,GV Residency
1855,23A,17,Uppilipalayam - Sowripalayam
1856,23A,18,Varatharajapuram




1857,24,1,Ukkadam
1858,24,2,BigBazaar
1859,24,3,Town Hall
1860,24,4,Government Hospital
1861,24,5,Railway Station
1862,24,6,Collectorate/DSP
1863,24,7,Uppilipalayam - Avinashi rd
1864,24,8,VOC Park
1865,24,9,Park Gate - Nanjappa rd
1866,24,10,Alankar - Nanjappa rd
1867,24,11,Gandhipuram
1868,24,12,100 feet/GP
1869,24,13,Omni bus stand
1870,24,14,Lakshmi puram - Sathy rd
1871,24,15,Textool - Sathy rd
1872,24,16,Ganapathy
1873,24,17,CMS - Ganapathy
1874,24,18,Athipalayam Pirivu - Sathy rd
1875,24,19,Bharathi nagar - Sathy rd
1876,24,20,Ramakrishna mill - Sathy rd
1877,24,21,Sivanandha mill - Sathy rd
1878,24,22,SRP mill - Sathy rd
1879,24,23,Amman kovil - Saravanampatti
1880,24,24,Kalappatti Pirivu - Sathy rd
1881,24,25,Vilankurichi
1882,24,26,Kalappatti















1883,25A,1,Saibaba Kovil
1884,25A,2,Murugan mills - MTP rd
1885,25A,3,Muthu theatre - MTP rd
1886,25A,4,TVS - MTP rd
1887,25A,5,North Coimbatore/Vadakovai
1888,25A,6,Flower Market
1889,25A,7,Sukravarpettai
1890,25A,8,Marakkadai
1891,25A,9,Town Hall
1892,25A,10,Karuppagoundan st
1893,25A,11,Chetti veedhi - Perur rd
1894,25A,12,Shivalaya - Perur rd
1895,25A,13,Muthusamy Colony - Selvapuram
1896,25A,14,LIC Colony - Selvapuram
1897,25A,15,Telungupalayam Pirivu - Perur
1898,25A,16,Aathupalam - Perur rd
1899,25A,17,Tamil kalloori - Perur
1900,25A,18,Perur


1901,26,1,Ukkadam
1902,26,2,BigBazaar
1903,26,3,Town Hall
1904,26,4,Government Hospital
1905,26,5,Railway Station
1906,26,6,Collectorate/DSP
1907,26,7,Uppilipalayam - Avinashi rd
1908,26,8,VOC Park
1909,26,9,Park Gate - Nanjappa rd
1910,26,10,Alankar - Nanjappa rd
1911,26,11,Gandhipuram
1912,26,12,100 feet/GP
1913,26,13,Kalyan - 100ft rd
1914,26,14,Karpagam Complex - 100ft
1915,26,15,Power House
1916,26,16,Sivanandha Colony
1917,26,17,Saibaba Kovil
1918,26,18,Eru Company - MTP rd
1919,26,19,Housing unit - Kovundampalayam
1920,26,20,Kavundampalayam
1921,26,21,Cheran Nagar - MTP rd
1922,26,22,ITI - MTP rd
1923,26,23,GN mills - MTP rd
1924,26,24,Vellakinar Pirivu - MTP rd
1925,26,25,Thudiyalur
1926,26,26,Vadamadurai
1927,26,27,Pannimadai
1928,26,28,Chinna Thadagam
1929,26,29,Veerapandi Pudur




1930,26A,1,Ukkadam
1931,26A,2,BigBazaar
1932,26A,3,Town Hall
1933,26A,4,Government Hospital
1934,26A,5,Railway Station
1935,26A,6,Collectorate/DSP
1936,26A,7,Uppilipalayam - Avinashi rd
1937,26A,8,VOC Park
1938,26A,9,Park Gate - Nanjappa rd
1939,26A,10,Alankar - Nanjappa rd
1940,26A,11,Gandhipuram
1941,26A,12,100 feet/GP
1942,26A,13,Kalyan - 100ft rd
1943,26A,14,Karpagam Complex - 100ft
1944,26A,15,Power House
1945,26A,16,Sivanandha Colony
1946,26A,17,Saibaba Kovil
1947,26A,18,Eru Company - MTP rd
1948,26A,19,Housing unit - Kovundampalayam
1949,26A,20,Kavundampalayam
1950,26A,21,Cheran Nagar - MTP rd
1951,26A,22,ITI - MTP rd
1952,26A,23,GN mills - MTP rd
1953,26A,24,Vellakinar Pirivu - MTP rd
1954,26A,25,Thudiyalur
1955,26A,26,Vadamadurai
1956,26A,27,Pannimadai
1957,26A,28,Chinna Thadagam
1958,26A,29,Thadagam/Anuvavi temple



1959,27,1,Railway Station
1960,27,2,Collectorate/DSP
1961,27,3,Uppilipalayam - Avinashi rd
1962,27,4,VOC Park
1963,27,5,Park Gate - Nanjappa rd
1964,27,6,Alankar - Nanjappa rd
1965,27,7,Gandhipuram
1966,27,8,100 feet/GP
1967,27,9,Kalyan - 100ft rd
1968,27,10,Karpagam Complex - 100ft
1969,27,11,Power House
1970,27,12,TVS - MTP rd
1971,27,13,Muthu theatre - MTP rd
1972,27,14,Murugan mills - MTP rd
1973,27,15,Saibaba Kovil
1974,27,16,Eru Company - MTP rd
1975,27,17,Housing unit - Kovundampalayam
1976,27,18,Kavundampalayam
1977,27,19,Cheran Nagar - MTP rd
1978,27,20,ITI - MTP rd
1979,27,21,GN mills - MTP rd
1980,27,22,Vellakinar Pirivu - MTP rd
1981,27,23,Thudiyalur
1982,27,24,Vadamadurai
1983,27,25,NGGO Colony
1984,27,26,Kumaran mill - MTP rd
1985,27,27,Narasimmanaicken palayam
1986,27,28,Ramnarayana mill - MTP rd
1987,27,29,LMW - MTP rd
1988,27,30,Periyanaickenpalayam
1989,27,31,Pricol - MTP rd
1990,27,32,Jothipuram
1991,27,33,Veerapandi Pirivu - MTP rd
1992,27,34,Press Colony - MTP rd


1993,27A,1,Ukkadam
1994,27A,2,BigBazaar
1995,27A,3,Town Hall
1996,27A,4,Government Hospital
1997,27A,5,Railway Station
1998,27A,6,Collectorate/DSP
1999,27A,7,Uppilipalayam - Avinashi rd
2000,27A,8,VOC Park
2001,27A,9,Park Gate - Nanjappa rd
2002,27A,10,Alankar - Nanjappa rd
2003,27A,11,Gandhipuram
2004,27A,12,100 feet/GP
2005,27A,13,Kalyan - 100ft rd
2006,27A,14,Karpagam Complex - 100ft
2007,27A,15,Power House
2008,27A,16,TVS - MTP rd
2009,27A,17,Muthu theatre - MTP rd
2010,27A,18,Murugan mills - MTP rd
2011,27A,19,Saibaba Kovil
2012,27A,20,Eru Company - MTP rd
2013,27A,21,Housing unit - Kovundampalayam
2014,27A,22,Kavundampalayam
2015,27A,23,Cheran Nagar - MTP rd
2016,27A,24,ITI - MTP rd
2017,27A,25,GN mills - MTP rd
2018,27A,26,Vellakinar Pirivu - MTP rd
2019,27A,27,Thudiyalur
2020,27A,28,Vadamadurai
2021,27A,29,NGGO Colony
2022,27A,30,Idigarai





2023,27B,1,Railway Station
2024,27B,2,Collectorate/DSP
2025,27B,3,Uppilipalayam - Avinashi rd
2026,27B,4,VOC Park
2027,27B,5,Park Gate - Nanjappa rd
2028,27B,6,Alankar - Nanjappa rd
2029,27B,7,Gandhipuram
2030,27B,8,100 feet/GP
2031,27B,9,Kalyan - 100ft rd
2032,27B,10,Karpagam Complex - 100ft
2033,27B,11,Power House
2034,27B,12,TVS - MTP rd
2035,27B,13,Muthu theatre - MTP rd
2036,27B,14,Murugan mills - MTP rd
2037,27B,15,Saibaba Kovil
2038,27B,16,Eru Company - MTP rd
2039,27B,17,Housing unit - Kovundampalayam
2040,27B,18,Kavundampalayam
2041,27B,19,Cheran Nagar - MTP rd
2042,27B,20,ITI - MTP rd
2043,27B,21,GN mills - MTP rd
2044,27B,22,Vellakinar Pirivu - MTP rd
2045,27B,23,Thudiyalur
2046,27B,24,Vadamadurai
2047,27B,25,NGGO Colony
2048,27B,26,Kumaran mill - MTP rd
2049,27B,27,Narasimmanaicken palayam
2050,27B,28,Ramnarayana mill - MTP rd
2051,27B,29,LMW - MTP rd
2052,27B,30,Periyanaickenpalayam
2053,27B,31,Pricol - MTP rd
2054,27B,32,Jothipuram
2055,27B,33,Veerapandi Pirivu - MTP rd
2056,27B,34,Press Colony - MTP rd


2057,27C,1,Ukkadam
2058,27C,2,BigBazaar
2059,27C,3,Town Hall
2060,27C,4,Government Hospital
2061,27C,5,Railway Station
2062,27C,6,Collectorate/DSP
2063,27C,7,Uppilipalayam - Avinashi rd
2064,27C,8,VOC Park
2065,27C,9,Park Gate - Nanjappa rd
2066,27C,10,Alankar - Nanjappa rd
2067,27C,11,Gandhipuram
2068,27C,12,100 feet/GP
2069,27C,13,Kalyan - 100ft rd
2070,27C,14,Karpagam Complex - 100ft
2071,27C,15,Power House
2072,27C,16,TVS - MTP rd
2073,27C,17,Muthu theatre - MTP rd
2074,27C,18,Murugan mills - MTP rd
2075,27C,19,Saibaba Kovil
2076,27C,20,Eru Company - MTP rd
2077,27C,21,Housing unit - Kovundampalayam
2078,27C,22,Kavundampalayam
2079,27C,23,Cheran Nagar - MTP rd
2080,27C,24,ITI - MTP rd
2081,27C,25,GN mills - MTP rd
2082,27C,26,Vellakinar Pirivu - MTP rd
2083,27C,27,Thudiyalur
2084,27C,28,Vadamadurai
2085,27C,29,NGGO Colony
2086,27C,30,Kumaran mill - MTP rd
2087,27C,31,Narasimmanaicken palayam
2088,27C,32,Ramnarayana mill - MTP rd
2089,27C,33,LMW - MTP rd
2090,27C,34,Periyanaickenpalayam
2091,27C,35,Pricol - MTP rd
2092,27C,36,Jothipuram
2093,27C,37,Veerapandi Pirivu - MTP rd
2094,27C,38,Press Colony - MTP rd



2095,2B,1,Housing Unit - Ganapathy
2096,2B,2,Bharathi nagar - Sathy rd
2097,2B,3,Athipalayam Pirivu - Sathy rd
2098,2B,4,CMS - Ganapathy
2099,2B,5,Ganapathy
2100,2B,6,Textool - Sathy rd
2101,2B,7,Lakshmi puram - Sathy rd
2102,2B,8,Omni bus stand
2103,2B,9,100 feet/GP
2104,2B,10,Gandhipuram
2105,2B,11,Alankar - Nanjappa rd
2106,2B,12,Park Gate - Nanjappa rd
2107,2B,13,VOC Park
2108,2B,14,Uppilipalayam - Avinashi rd
2109,2B,15,Collectorate/DSP
2110,2B,16,Railway Station
2111,2B,17,Government Hospital
2112,2B,18,Town Hall
2113,2B,19,Karuppagoundan st
2114,2B,20,Chetti veedhi - Perur rd
2115,2B,21,Shivalaya - Perur rd
2116,2B,22,Muthusamy Colony - Selvapuram
2117,2B,23,LIC Colony - Selvapuram
2118,2B,24,Telungupalayam Pirivu - Perur
2119,2B,25,Telungupalayam - Selvapuram



sno,route_id,stop_id,stop_name
2120,2C,1,Sanganoor
2121,2C,2,Textool - Sathy rd
2122,2C,3,Lakshmi puram - Sathy rd
2123,2C,4,Omni bus stand
2124,2C,5,100 feet/GP
2125,2C,6,Gandhipuram
2126,2C,7,Alankar - Nanjappa rd
2127,2C,8,Park Gate - Nanjappa rd
2128,2C,9,VOC Park
2129,2C,10,Uppilipalayam - Avinashi rd
2130,2C,11,Collectorate/DSP
2131,2C,12,Railway Station
2132,2C,13,Government Hospital
2133,2C,14,Town Hall
2134,2C,15,Karuppagoundan st
2135,2C,16,Chetti veedhi - Perur rd
2136,2C,17,Shivalaya - Perur rd
2137,2C,18,Muthusamy Colony - Selvapuram
2138,2C,19,LIC Colony - Selvapuram
2139,2C,20,Telungupalayam Pirivu - Perur
2140,2C,21,Aathupalam - Perur rd
2141,2C,22,Tamil kalloori - Perur
2142,2C,23,Perur
2143,2C,24,Pachapalayam - Perur





sno,route_id,stop_id,stop_name
2144,2D,1,SITRA/Airport
2145,2D,2,PSG Arts
2146,2D,3,Polytechnic - Avinashi rd
2147,2D,4,CIT - CODISSIA
2148,2D,5,CMC - Avinashi rd
2149,2D,6,Hope College
2150,2D,7,Varatharaja Mills
2151,2D,8,PSG Krishnammal
2152,2D,9,PSG Tech - Peelamedu
2153,2D,10,Suguna Kalyana Mandapam
2154,2D,11,Nava India - Avinashi rd
2155,2D,12,Lakshmi Mills Junction
2156,2D,13,Residency
2157,2D,14,Anna Statue - Avinashi rd
2158,2D,15,VOC Park
2159,2D,16,Uppilipalayam - Avinashi rd
2160,2D,17,Collectorate/DSP
2161,2D,18,Railway Station
2162,2D,19,Government Hospital
2163,2D,20,Town Hall
2164,2D,21,Karuppagoundan st
2165,2D,22,Chetti veedhi - Perur rd
2166,2D,23,Shivalaya - Perur rd
2167,2D,24,Muthusamy Colony - Selvapuram
2168,2D,25,LIC Colony - Selvapuram
2169,2D,26,Telungupalayam Pirivu - Perur
2170,2D,27,Aathupalam - Perur rd
2171,2D,28,Tamil kalloori - Perur
2172,2D,29,Perur


sno,route_id,stop_id,stop_name
2173,3,1,Ganapathy
2174,3,2,Textool - Sathy rd
2175,3,3,Lakshmi puram - Sathy rd
2176,3,4,Omni bus stand
2177,3,5,100 feet/GP
2178,3,6,Gandhipuram
2179,3,7,Alankar - Nanjappa rd
2180,3,8,Park Gate - Nanjappa rd
2181,3,9,VOC Park
2182,3,10,Uppilipalayam - Avinashi rd
2183,3,11,RMS Office
2184,3,12,Marakkadai
2185,3,13,Town Hall
2186,3,14,BigBazaar
2187,3,15,Ukkadam
2188,3,16,Karumbukkadai - Ukkadam
2189,3,17,Aathupalam/L&T tollbooth
2190,3,18,Kuniamuthur
2191,3,19,Edayarpalayam - Palghat rd
2192,3,20,Kovaipudur Pirivu
2193,3,21,Mailkal - Madukkarai
2194,3,22,Madukkarai



sno,route_id,stop_id,stop_name
2195,30,1,Ukkadam
2196,30,2,BigBazaar
2197,30,3,Town Hall
2198,30,4,Government Hospital
2199,30,5,Rainbow - Trichy rd
2200,30,6,Sreepathi/Kannan
2201,30,7,Sungam
2202,30,8,Olympus - Ramanathapuram
2203,30,9,Ramanathapuram
2204,30,10,Sowripalayam Pirivu
2205,30,11,Iyer Hospital - Trichy rd
2206,30,12,Central studio - SInganallur
2207,30,13,Rajalakshmi mills/PERKS
2208,30,14,Boat House - Singanallur
2209,30,15,Housing Unit - Singanallur
2210,30,16,Singanallur
2211,30,17,Vasantha mills - Singanallur
2212,30,18,Jai Shanthi - Singanallur
2213,30,19,Ondipudur
2214,30,20,Irugur Pirivu
2215,30,21,Sinthamanipudur
2216,30,22,Pappampatti Pirivu
2217,30,23,Pallapalayam
2218,30,24,Kannampalayam


sno,route_id,stop_id,stop_name
2219,30A,1,Ukkadam
2220,30A,2,BigBazaar
2221,30A,3,Town Hall
2222,30A,4,Government Hospital
2223,30A,5,Rainbow - Trichy rd
2224,30A,6,Sreepathi/Kannan
2225,30A,7,Sungam
2226,30A,8,Olympus - Ramanathapuram
2227,30A,9,Ramanathapuram
2228,30A,10,Sowripalayam Pirivu
2229,30A,11,Iyer Hospital - Trichy rd
2230,30A,12,Central studio - SInganallur
2231,30A,13,Rajalakshmi mills/PERKS
2232,30A,14,Boat House - Singanallur
2233,30A,15,Housing Unit - Singanallur
2234,30A,16,Singanallur
2235,30A,17,Vasantha mills - Singanallur
2236,30A,18,Jai Shanthi - Singanallur
2237,30A,19,Ondipudur
2238,30A,20,Irugur Pirivu
2239,30A,21,Sinthamanipudur
2240,30A,22,Pappampatti Pirivu
2241,30A,23,Ravathur Pirivu
2242,30A,24,Kumaran Kottam - Trichy road
2243,30A,25,Ranganathapuram - Sulur
2244,30A,26,Sulur
2245,30A,27,Kalangal - Sulur




sno,route_id,stop_id,stop_name
2246,30B,1,Ukkadam
2247,30B,2,BigBazaar
2248,30B,3,Town Hall
2249,30B,4,Government Hospital
2250,30B,5,Rainbow - Trichy rd
2251,30B,6,Sreepathi/Kannan
2252,30B,7,Sungam
2253,30B,8,Olympus - Ramanathapuram
2254,30B,9,Ramanathapuram
2255,30B,10,Sowripalayam Pirivu
2256,30B,11,Iyer Hospital - Trichy rd
2257,30B,12,Central studio - SInganallur
2258,30B,13,Rajalakshmi mills/PERKS
2259,30B,14,Boat House - Singanallur
2260,30B,15,Housing Unit - Singanallur
2261,30B,16,Singanallur
2262,30B,17,Vasantha mills - Singanallur
2263,30B,18,Jai Shanthi - Singanallur
2264,30B,19,Ondipudur
2265,30B,20,Irugur Pirivu
2266,30B,21,Sinthamanipudur
2267,30B,22,Pappampatti Pirivu
2268,30B,23,Ravathur Pirivu
2269,30B,24,Kumaran Kottam - Trichy road
2270,30B,25,Ranganathapuram - Sulur
2271,30B,26,Sulur
2272,30B,27,RVS - Sulur
2273,30B,28,Kangeyampalayam
2274,30B,29,Sulur Aero


sno,route_id,stop_id,stop_name
2275,30C,1,Ukkadam
2276,30C,2,BigBazaar
2277,30C,3,Town Hall
2278,30C,4,Government Hospital
2279,30C,5,Rainbow - Trichy rd
2280,30C,6,Sreepathi/Kannan
2281,30C,7,Sungam
2282,30C,8,Olympus - Ramanathapuram
2283,30C,9,Ramanathapuram
2284,30C,10,Sowripalayam Pirivu
2285,30C,11,Iyer Hospital - Trichy rd
2286,30C,12,Central studio - SInganallur
2287,30C,13,Rajalakshmi mills/PERKS
2288,30C,14,Boat House - Singanallur
2289,30C,15,Housing Unit - Singanallur
2290,30C,16,Singanallur
2291,30C,17,Vasantha mills - Singanallur
2292,30C,18,Jai Shanthi - Singanallur
2293,30C,19,Ondipudur
2294,30C,20,Irugur Pirivu
2295,30C,21,Sinthamanipudur
2296,30C,22,Pappampatti Pirivu
2297,30C,23,Ravathur Pirivu
2298,30C,24,Kumaran Kottam - Trichy road
2299,30C,25,Ranganathapuram - Sulur
2300,30C,26,Sulur
2301,30C,27,RVS - Sulur
2302,30C,28,Kangeyampalayam
2303,30C,29,Sulur Aero


sno,route_id,stop_id,stop_name
2304,30D,1,Gandhipuram
2305,30D,2,Womens Polytechnic
2306,30D,3,Mani School/GKNM Hospl
2307,30D,4,Lakshmi Mills Junction
2308,30D,5,Nava India - Avinashi rd
2309,30D,6,Suguna Kalyana Mandapam
2310,30D,7,PSG Tech - Peelamedu
2311,30D,8,PSG Krishnammal
2312,30D,9,Varatharaja Mills
2313,30D,10,Hope College
2314,30D,11,Manis Theatre
2315,30D,12,Ramanuja Nagar
2316,30D,13,LIONs - Singanallur
2317,30D,14,ESI - Singanallur
2318,30D,15,Varatharajapuram
2319,30D,16,Singanallur
2320,30D,17,Vasantha mills - Singanallur
2321,30D,18,Jai Shanthi - Singanallur
2322,30D,19,Ondipudur
2323,30D,20,Irugur Pirivu
2324,30D,21,Sinthamanipudur
2325,30D,22,Pappampatti Pirivu
2326,30D,23,Ravathur Pirivu
2327,30D,24,Kumaran Kottam - Trichy road
2328,30D,25,Ranganathapuram - Sulur
2329,30D,26,Sulur
2330,30D,27,Rasipalayam - Sulur
2331,30D,28,Mathappur - Somanur
2332,30D,29,Somanur




sno,route_id,stop_id,stop_name
2333,30E,1,Ukkadam
2334,30E,2,BigBazaar
2335,30E,3,Town Hall
2336,30E,4,Government Hospital
2337,30E,5,Rainbow - Trichy rd
2338,30E,6,Sreepathi/Kannan
2339,30E,7,Sungam
2340,30E,8,Olympus - Ramanathapuram
2341,30E,9,Ramanathapuram
2342,30E,10,Sowripalayam Pirivu
2343,30E,11,Iyer Hospital - Trichy rd
2344,30E,12,Central studio - SInganallur
2345,30E,13,Rajalakshmi mills/PERKS
2346,30E,14,Boat House - Singanallur
2347,30E,15,Housing Unit - Singanallur
2348,30E,16,Singanallur
2349,30E,17,Vasantha mills - Singanallur
2350,30E,18,Jai Shanthi - Singanallur
2351,30E,19,Ondipudur
2352,30E,20,Irugur Pirivu
2353,30E,21,Sinthamanipudur
2354,30E,22,Pappampatti Pirivu
2355,30E,23,Ravathur Pirivu
