,route_id,stop_id,stop_name
814,12A,18,Rathinam Institutions
815,12A,19,Eachanari
816,12A,20,Karpagam University
817,12A,21,Malumichampatti
818,12A,22,Othakalmandapam
819,12A,23,Arasipalayam



824,12D,1,Gandhipuram
825,12D,2,Alankar - Nanjappa rd
826,12D,3,Park Gate - Nanjappa rd
827,12D,4,VOC Park
828,12D,5,Uppilipalayam - Avinashi rd
829,12D,6,Collectorate/DSP
830,12D,7,Railway Station
831,12D,8,Government Hospital
832,12D,9,Town Hall
833,12D,10,BigBazaar
834,12D,11,Ukkadam
835,12D,12,Karumbukkadai - Ukkadam
836,12D,13,Aathupalam/L&T tollbooth
837,12D,14,Kurichi
838,12D,15,Sundharapuram
839,12D,16,SIDCO - Pollachi rd
840,12D,17,Eachanari Rly gate
841,12D,18,Rathinam Institutions
842,12D,19,Eachanari
843,12D,20,Karpagam University
844,12D,21,Malumichampatti
845,12D,22,Othakalmandapam
846,12D,23,Arasipalayam




877,12E,1,Town Hall
878,12E,2,BigBazaar
879,12E,3,Ukkadam
880,12E,4,Karumbukkadai - Ukkadam
881,12E,5,Aathupalam/L&T tollbooth
882,12E,6,Kurichi
883,12E,7,Sundharapuram
884,12E,8,SIDCO - Pollachi rd
885,12E,9,Eachanari Rly gate
886,12E,10,Rathinam Institutions
887,12E,11,Eachanari
888,12E,12,Karpagam University
889,12E,13,Malumichampatti
890,12E,14,Othakalmandapam
891,12E,15,Arasipalayam
892,12E,16,Velanthavalam




942,12H,1,Gandhi Managar
943,12H,2,Bharathi nagar - Sathy rd
944,12H,3,Athipalayam Pirivu - Sathy rd
945,12H,4,CMS - Ganapathy
946,12H,5,Ganapathy
947,12H,6,Textool - Sathy rd
948,12H,7,Lakshmi puram - Sathy rd
949,12H,8,Omni bus stand
950,12H,9,100 feet/GP
951,12H,10,Gandhipuram
952,12H,11,Alankar - Nanjappa rd
953,12H,12,Park Gate - Nanjappa rd
954,12H,13,VOC Park
955,12H,14,Uppilipalayam - Avinashi rd
956,12H,15,Marakkadai
957,12H,16,RMS Office
958,12H,17,Town Hall
959,12H,18,BigBazaar
960,12H,19,Ukkadam
961,12H,20,Karumbukkadai - Ukkadam
962,12H,21,Aathupalam/L&T tollbooth
963,12H,22,Kurichi
964,12H,23,Sundharapuram
965,12H,24,Housing Unit - Kurichi
966,12H,25,Madukkarai




967,13A,1,Ukkadam
968,13A,2,BigBazaar
969,13A,3,Town Hall
970,13A,4,Government Hospital
971,13A,5,Rainbow - Trichy rd
972,13A,6,Sreepathi/Kannan
973,13A,7,Sungam
974,13A,8,Olympus - Ramanathapuram
975,13A,9,Ramanathapuram
976,13A,10,Sowripalayam Pirivu
977,13A,11,Iyer Hospital - Trichy rd
978,13A,12,Central studio - SInganallur
979,13A,13,Rajalakshmi mills/PERKS
980,13A,14,Boat House - Singanallur
981,13A,15,Housing Unit - Singanallur
982,13A,16,Singanallur
983,13A,17,Varatharajapuram
984,13A,18,ESI - Singanallur
985,13A,19,LIONs - Singanallur
986,13A,20,Ramanuja Nagar
987,13A,21,Mani School/GKNM Hospl
988,13A,22,Hope College
989,13A,23,CMC - Avinashi rd
990,13A,24,CIT - CODISSIA
991,13A,25,Polytechnic - Avinashi rd
992,13A,26,PSG Arts
993,13A,27,SITRA/Airport
994,13A,28,KMCH - Avinashi rd
995,13A,29,Goldwins
996,13A,30,Thottipalayam Pirivu
997,13A,31,Rangasamy Goundan pudur
998,13A,32,Chinniyampalayam



999,13B,33,Singanallur
1000,13B,15,Housing Unit - Singanallur
1001,13B,14,Boat House - Singanallur
1002,13B,13,Rajalakshmi mills/PERKS
1003,13B,12,Central studio - SInganallur
1004,13B,11,Iyer Hospital - Trichy rd
1005,13B,10,Sowripalayam Pirivu
1006,13B,9,Ramanathapuram
1007,13B,8,Olympus - Ramanathapuram
1008,13B,7,Sungam
1009,13B,6,Sreepathi/Kannan
1010,13B,5,Rainbow - Trichy rd
1011,13B,4,Government Hospital
1012,13B,3,Town Hall
1013,13B,34,Sukravarpettai
1014,13B,35,Marakkadai
1015,13B,36,Flower Market
1016,13B,37,North Coimbatore/Vadakovai
1017,13B,16,TVS Nagar - Thadagam rd
1018,13B,2,Muthu theatre - MTP rd
1019,13B,1,Murugan mills - MTP rd
1020,13B,38,Saibaba Kovil



1021,13C,33,Ukkadam
1022,13C,15,BigBazaar
1023,13C,3,Town Hall
1024,13C,34,Sukravarpettai
1025,13C,35,Marakkadai
1026,13C,36,Gandhi Park
1027,13C,37,Pal Company(Aavin)
1028,13C,38,Lawley Road
1029,13C,39,GCT - Thadagam rd
1030,13C,16,Venkittapuram
1031,13C,17,Velandipalayam
1032,13C,18,Kovilmedu
1033,13C,19,Sivaji Colony - Thadagam rd
1034,13C,20,Edayarpalayam - Thadagam rd
1035,13C,21,TVS Nagar - Thadagam rd
1036,13C,22,KNG Pudur pirivu
1037,13C,23,KNG Pudur
1038,13C,24,GN mills - MTP rd
1039,13C,25,Vellakinar Pirivu - MTP rd
1040,13C,26,Thudiyalur
1041,13C,27,Cheran Colony


1042,14,1,Gandhipuram
1043,14,2,Alankar - Nanjappa rd
1044,14,3,Park Gate - Nanjappa rd
1045,14,4,VOC Park
1046,14,5,Uppilipalayam - Avinashi rd
1047,14,6,Collectorate/DSP
1048,14,7,Railway Station
1049,14,8,Government Hospital
1050,14,9,Town Hall
1051,14,10,Karuppagoundan st
1052,14,11,Chetti veedhi - Perur rd
1053,14,12,Shivalaya - Perur rd
1054,14,13,Muthusamy Colony - Selvapuram
1055,14,14,LIC Colony - Selvapuram
1056,14,15,Telungupalayam Pirivu - Perur
1057,14,16,Aathupalam - Perur rd
1058,14,17,Tamil kalloori - Perur
1059,14,18,Perur
1060,14,19,Kovai Kondattam
1061,14,20,Mathampatti
1062,14,21,Aalandhurai



1063,140,1,Singanallur
1064,140,2,Varatharajapuram
1065,140,3,ESI - Singanallur
1066,140,4,LIONs - Singanallur
1067,140,5,Ramanuja Nagar
1068,140,6,Manis Theatre
1069,140,7,Hope College
1070,140,8,Varatharaja Mills
1071,140,9,PSG Krishnammal
1072,140,10,PSG Tech - Peelamedu
1073,140,11,Suguna Kalyana Mandapam
1074,140,12,Nava India - Avinashi rd
1075,140,13,Lakshmi Mills Junction
1076,140,14,Mani School/GKNM Hospl
1077,140,15,Womens Polytechnic
1078,140,16,Gandhipuram

1079,14A,1,Gandhipuram
1080,14A,2,Alankar - Nanjappa rd
1081,14A,3,Park Gate - Nanjappa rd
1082,14A,4,VOC Park
1083,14A,5,Uppilipalayam - Avinashi rd
1084,14A,6,Collectorate/DSP
1085,14A,7,Railway Station
1086,14A,8,Government Hospital
1087,14A,9,Town Hall
1088,14A,10,Karuppagoundan st
1089,14A,11,Chetti veedhi - Perur rd
1090,14A,12,Shivalaya - Perur rd
1091,14A,13,Muthusamy Colony - Selvapuram
1092,14A,14,LIC Colony - Selvapuram
1093,14A,15,Telungupalayam Pirivu - Perur
1094,14A,16,Aathupalam - Perur rd
1095,14A,17,Tamil kalloori - Perur
1096,14A,18,Perur
1097,14A,19,Kovai Kondattam
1098,14A,20,Mathampatti
1099,14A,21,Aalandhurai
1100,14A,22,Iruttupallam - Siruvani rd


1011,14B,1,Railway Station
1012,14B,2,Government Hospital
1013,14B,3,Town Hall
1014,14B,4,Karuppagoundan st
1015,14B,5,Chetti veedhi - Perur rd
1016,14B,6,Shivalaya - Perur rd
1017,14B,7,Muthusamy Colony - Selvapuram
1018,14B,8,LIC Colony - Selvapuram
1019,14B,9,Telungupalayam Pirivu - Perur
1020,14B,10,Aathupalam - Perur rd
1021,14B,11,Tamil kalloori - Perur
1022,14B,12,Perur
1023,14B,13,Kovai Kondattam
1024,14B,14,Mathampatti
1025,14B,15,Aalandhurai
1026,14B,16,Iruttupallam - Siruvani rd


1027,14C,1,Gandhipuram
1028,14C,2,Alankar - Nanjappa rd
1029,14C,3,Park Gate - Nanjappa rd
1030,14C,4,VOC Park
1031,14C,5,Uppilipalayam - Avinashi rd
1032,14C,6,Collectorate/DSP
1033,14C,7,Railway Station
1034,14C,8,Government Hospital
1035,14C,9,Town Hall
1036,14C,10,Karuppagoundan st
1037,14C,11,Chetti veedhi - Perur rd
1038,14C,12,Shivalaya - Perur rd
1039,14C,13,Muthusamy Colony - Selvapuram
1040,14C,14,LIC Colony - Selvapuram
1041,14C,15,Telungupalayam Pirivu - Perur
1042,14C,16,Aathupalam - Perur rd
1043,14C,17,Tamil kalloori - Perur
1044,14C,18,Perur
1045,14C,19,Kovai Kondattam
1046,14C,20,Mathampatti
1047,14C,21,Aalandhurai




1048,14D,1,Gandhipuram
1049,14D,2,Alankar - Nanjappa rd
1050,14D,3,Park Gate - Nanjappa rd
1051,14D,4,VOC Park
1052,14D,5,Uppilipalayam - Avinashi rd
1053,14D,6,Collectorate/DSP
1054,14D,7,Railway Station
1055,14D,8,Government Hospital
1056,14D,9,Town Hall
1057,14D,10,Karuppagoundan st
1058,14D,11,Chetti veedhi - Perur rd
1059,14D,12,Shivalaya - Perur rd
1060,14D,13,Muthusamy Colony - Selvapuram
1061,14D,14,LIC Colony - Selvapuram
1062,14D,15,Telungupalayam Pirivu - Perur
1063,14D,16,Aathupalam - Perur rd
1064,14D,17,Tamil kalloori - Perur
1065,14D,18,Perur
1066,14D,19,Kovai Kondattam
1067,14D,20,Mathampatti
1068,14D,21,Aalandhurai
1069,14D,22,Iruttupallam - Siruvani rd
1070,14D,23,ISHA YOGA centre


1071,14E,1,Gandhipuram
1072,14E,2,Alankar - Nanjappa rd
1073,14E,3,Park Gate - Nanjappa rd
1074,14E,4,VOC Park
1075,14E,5,Uppilipalayam - Avinashi rd
1076,14E,6,Collectorate/DSP
1077,14E,7,Railway Station
1078,14E,8,Government Hospital
1079,14E,9,Town Hall
1080,14E,10,Karuppagoundan st
1081,14E,11,Chetti veedhi - Perur rd
1082,14E,12,Shivalaya - Perur rd
1083,14E,13,Muthusamy Colony - Selvapuram
1084,14E,14,LIC Colony - Selvapuram
1085,14E,15,Telungupalayam Pirivu - Perur
1086,14E,16,Aathupalam - Perur rd
1087,14E,17,Tamil kalloori - Perur
1088,14E,18,Perur
1089,14E,19,Kovai Kondattam
1090,14E,20,Mathampatti
1091,14E,21,Aalandhurai
1092,14E,22,Iruttupallam - Siruvani rd
1093,14E,23,Karunya University
1094,14E,24,Sadivayal - Siruvani rd



1095,15,1,Sivanandha mill - Sathy rd
1096,15,2,Ramakrishna mill - Sathy rd
1097,15,3,Bharathi nagar - Sathy rd
1098,15,4,Athipalayam Pirivu - Sathy rd
1099,15,5,CMS - Ganapathy
1100,15,6,Ganapathy
1101,15,7,Textool - Sathy rd
1102,15,8,Lakshmi puram - Sathy rd
1103,15,9,Omni bus stand
1104,15,10,100 feet/GP
1105,15,11,Gandhipuram
1106,15,12,Alankar - Nanjappa rd
1107,15,13,Park Gate - Nanjappa rd
1108,15,14,VOC Park
1109,15,15,Uppilipalayam - Avinashi rd
1110,15,16,Collectorate/DSP
1111,15,17,Railway Station
1112,15,18,Government Hospital
1113,15,19,Town Hall
1114,15,20,BigBazaar
1115,15,21,Ukkadam
1116,15,22,Karumbukkadai - Ukkadam
1117,15,23,Aathupalam/L&T tollbooth
1118,15,24,Kuniamuthur


1119,16,1,Kovilmedu
1120,16,2,Velandipalayam
1121,16,3,Venkittapuram
1122,16,4,Saibaba Colony
1123,16,5,Puliamaram stop - NSR rd
1124,16,6,Saibaba Kovil
1125,16,7,Murugan mills - MTP rd
1126,16,8,Muthu theatre - MTP rd
1127,16,9,TVS - MTP rd
1128,16,10,Power House
1129,16,11,Karpagam Complex - 100ft
1130,16,12,Kalyan - 100ft rd
1131,16,13,100 feet/GP
1132,16,14,Gandhipuram
1133,16,15,Womens Polytechnic
1134,16,16,Mani School/GKNM Hospl
1135,16,17,Lakshmi Mills Junction
1136,16,18,Nava India - Avinashi rd
1137,16,19,Suguna Kalyana Mandapam
1138,16,20,PSG Tech - Peelamedu
1139,16,21,PSG Krishnammal
1140,16,22,Varatharaja Mills
1141,16,23,Hope College
1142,16,24,CMC - Avinashi rd
1143,16,25,CIT - CODISSIA
1144,16,26,Polytechnic - Avinashi rd
1145,16,27,PSG Arts
1146,16,28,SITRA/Airport
1147,16,29,Mahendra - Nehru nagar
1148,16,30,Nehru nagar
1149,16,31,Sharp Industries
1150,16,32,N.G.P Institutes
1151,16,33,Kalappatti



1152,16A,1,Ukkadam
1153,16A,2,BigBazaar
1154,16A,3,Town Hall
1155,16A,4,Government Hospital
1156,16A,5,Railway Station
1157,16A,6,Collectorate/DSP
1158,16A,7,Uppilipalayam - Avinashi rd
1159,16A,8,VOC Park
1160,16A,9,Anna Statue - Avinashi rd
1161,16A,10,Residency
1162,16A,11,Lakshmi Mills Junction
1163,16A,12,Nava India - Avinashi rd
1164,16A,13,Suguna Kalyana Mandapam
1165,16A,14,PSG Tech - Peelamedu
1166,16A,15,PSG Krishnammal
1167,16A,16,Varatharaja Mills
1168,16A,17,Hope College
1169,16A,18,CMC - Avinashi rd
1170,16A,19,CIT - CODISSIA
1171,16A,20,Polytechnic - Avinashi rd
1172,16A,21,PSG Arts
1173,16A,22,SITRA/Airport


1174,16B,1,Saibaba Kovil
1175,16B,2,Murugan mills - MTP rd
1176,16B,3,Muthu theatre - MTP rd
1177,16B,4,TVS - MTP rd
1178,16B,5,North Coimbatore/Vadakovai
1179,16B,6,Flower Market
1180,16B,7,Sukravarpettai
1181,16B,8,Marakkadai
1182,16B,9,Town Hall
1183,16B,10,Government Hospital
1184,16B,11,Railway Station
1185,16B,12,Collectorate/DSP
1186,16B,13,Uppilipalayam - Avinashi rd
1187,16B,14,VOC Park
1188,16B,15,Anna Statue - Avinashi rd
1189,16B,16,Residency
1190,16B,17,Lakshmi Mills Junction
1191,16B,18,Nava India - Avinashi rd
1192,16B,19,Suguna Kalyana Mandapam
1193,16B,20,PSG Tech - Peelamedu
1194,16B,21,PSG Krishnammal
1195,16B,22,Varatharaja Mills
1196,16B,23,Hope College
1197,16B,24,CMC - Avinashi rd
1198,16B,25,CIT - CODISSIA
1199,16B,26,Polytechnic - Avinashi rd
1200,16B,27,PSG Arts
1201,16B,28,SITRA/Airport
1202,16B,29,Mahendra - Nehru nagar
1203,16B,30,Nehru nagar
1204,16B,31,Sharp Industries
1205,16B,32,N.G.P Institutes
1206,16B,33,Kalappatti



1207,16C,1,Telungupalayam - Selvapuram
1208,16C,2,Telungupalayam Pirivu - Perur
1209,16C,3,LIC Colony - Selvapuram
1210,16C,4,Muthusamy Colony - Selvapuram
1211,16C,5,Shivalaya - Perur rd
1212,16C,6,Chetti veedhi - Perur rd
1213,16C,7,Karuppagoundan st
1214,16C,8,Town Hall
1215,16C,9,Government Hospital
1216,16C,10,Railway Station
1217,16C,11,Collectorate/DSP
1218,16C,12,Uppilipalayam - Avinashi rd
1219,16C,13,VOC Park
1220,16C,14,Anna Statue - Avinashi rd
1221,16C,15,Residency
1222,16C,16,Lakshmi Mills Junction
1223,16C,17,Nava India - Avinashi rd
1224,16C,18,Suguna Kalyana Mandapam
1225,16C,19,PSG Tech - Peelamedu
1226,16C,20,PSG Krishnammal
1227,16C,21,Varatharaja Mills
1228,16C,22,Hope College
1229,16C,23,CMC - Avinashi rd
1230,16C,24,CIT - CODISSIA
1231,16C,25,Polytechnic - Avinashi rd
1232,16C,26,PSG Arts
1233,16C,27,SITRA/Airport
1234,16C,28,Mahendra - Nehru nagar
1235,16C,29,Nehru nagar
1236,16C,30,Sharp Industries
1237,16C,31,N.G.P Institutes
1238,16C,32,Kalappatti




1237,18,1,Lakshmi puram - Sathy rd
1238,18,2,Omni bus stand
1239,18,3,100 feet/GP
1240,18,4,Gandhipuram
1241,18,5,Alankar - Nanjappa rd
1242,18,6,Park Gate - Nanjappa rd
1243,18,7,VOC Park
1244,18,8,Uppilipalayam - Avinashi rd
1245,18,9,Collectorate/DSP
1246,18,10,Railway Station
1247,18,11,Government Hospital
1248,18,12,Town Hall
1249,18,13,BigBazaar
1250,18,14,Ukkadam
1251,18,15,Karumbukkadai - Ukkadam
1252,18,16,Aathupalam/L&T tollbooth
1253,18,17,Kurichi
1254,18,18,Sundharapuram
1255,18,19,SIDCO - Pollachi rd
1256,18,20,Eachanari Rly gate
1257,18,21,Rathinam Institutions
1258,18,22,Eachanari
1259,18,23,Karpagam University
1260,18,24,Malumichampatti
1261,18,25,Othakalmandapam
1262,18,26,Arasipalayam


1263,19,1,Ukkadam
1264,19,2,BigBazaar
1265,19,3,Town Hall
1266,19,4,Government Hospital
1267,19,5,Rainbow - Trichy rd
1268,19,6,Sreepathi/Kannan
1269,19,7,Sungam
1270,19,8,Olympus - Ramanathapuram
1271,19,9,Ramanathapuram
1272,19,10,Nanjundapuram



1273,19A,11,Saibaba Kovil
1274,19A,12,Murugan mills - MTP rd
1275,19A,13,Muthu theatre - MTP rd
1276,19A,14,North Coimbatore/Vadakovai
1277,19A,15,Flower Market
1278,19A,16,Marakkadai
1279,19A,17,Sukravarpettai
1280,19A,18,Town Hall
1281,19A,19,Government Hospital
1282,19A,20,Rainbow - Trichy rd
1283,19A,21,Sreepathi/Kannan
1284,19A,22,Sungam
1285,19A,23,Olympus - Ramanathapuram
1286,19A,24,Ramanathapuram
1287,19A,25,Nanjundapuram
1288,19A,26,Podhanur
1289,19A,27,Vellalur



1290,19B,1,Ukkadam
1291,19B,2,BigBazaar
1292,19B,3,Town Hall
1293,19B,4,Government Hospital
1294,19B,5,Rainbow - Trichy rd
1295,19B,6,Sreepathi/Kannan
1296,19B,7,Sungam
1297,19B,8,Olympus - Ramanathapuram
1298,19B,9,Ramanathapuram
1299,19B,10,Sowripalayam Pirivu
1300,19B,11,Iyer Hospital - Trichy rd
1301,19B,12,Central studio - SInganallur
1302,19B,13,Rajalakshmi mills/PERKS
1303,19B,14,Boat House - Singanallur
1304,19B,15,Housing Unit - Singanallur
1305,19B,16,Singanallur
1306,19B,17,Vasantha mills - Singanallur
1307,19B,18,Jai Shanthi - Singanallur
1308,19B,19,Ondipudur
1309,19B,20,Irugur Pirivu
1310,19B,21,Sinthamanipudur
1311,19B,22,Pappampatti Pirivu
1312,19B,23,Ravathur Pirivu
1313,19B,24,Kumaran Kottam - Trichy road
1314,19B,25,Ranganathapuram - Sulur
1315,19B,26,Sulur
1316,19B,27,RVS - Sulur
1317,19B,28,Kangeyampalayam
1318,19B,29,Sulur Aero




1319,19C,1,Gandhipuram
1320,19C,2,Womens Polytechnic
1321,19C,3,Mani School/GKNM Hospl
1322,19C,4,Lakshmi Mills Junction
1323,19C,5,Nava India - Avinashi rd
1324,19C,6,Suguna Kalyana Mandapam
1325,19C,7,PSG Tech - Peelamedu
1326,19C,8,PSG Krishnammal
1327,19C,9,Varatharaja Mills
1328,19C,10,Hope College
1329,19C,11,Manis Theatre
1330,19C,12,Ramanuja Nagar
1331,19C,13,LIONs - Singanallur
1332,19C,14,ESI - Singanallur
1333,19C,15,Varatharajapuram
1334,19C,16,Singanallur
1335,19C,17,Vasantha mills - Singanallur
1336,19C,18,Jai Shanthi - Singanallur
1337,19C,19,Ondipudur
1338,19C,20,Irugur Pirivu
1339,19C,21,Sinthamanipudur
1340,19C,22,Pappampatti Pirivu
1341,19C,23,Ravathur Pirivu
1342,19C,24,Kumaran Kottam - Trichy road
1343,19C,25,Ranganathapuram - Sulur
1344,19C,26,Sulur
1345,19C,27,RVS - Sulur
1346,19C,28,Kangeyampalayam
1347,19C,29,Sulur Aero



1348,19D,1,Gandhipuram
1349,19D,2,Womens Polytechnic
1350,19D,3,Mani School/GKNM Hospl
1351,19D,4,Lakshmi Mills Junction
1352,19D,5,Nava India - Avinashi rd
1353,19D,6,Suguna Kalyana Mandapam
1354,19D,7,PSG Tech - Peelamedu
1355,19D,8,PSG Krishnammal
1356,19D,9,Varatharaja Mills
1357,19D,10,Hope College
1358,19D,11,Manis Theatre
1359,19D,12,Ramanuja Nagar
1360,19D,13,LIONs - Singanallur
1361,19D,14,ESI - Singanallur
1362,19D,15,Varatharajapuram
1363,19D,16,Singanallur
1364,19D,17,Vasantha mills - Singanallur
1365,19D,18,Jai Shanthi - Singanallur
1366,19D,19,Ondipudur
1367,19D,20,Irugur Pirivu
1368,19D,21,Sinthamanipudur
1369,19D,22,Pappampatti Pirivu
1370,19D,23,Ravathur Pirivu
1371,19D,24,Kumaran Kottam - Trichy road
1372,19D,25,Ranganathapuram - Sulur
1373,19D,26,Sulur
1374,19D,27,Kalangal - Sulur
1375,19D,28,Appanaickenpatti




1376,19D,1,Ukkadam
1377,19D,2,BigBazaar
1378,19D,3,Town Hall
1379,19D,4,Government Hospital
1380,19D,5,Rainbow - Trichy rd
1381,19D,6,Sreepathi/Kannan
1382,19D,7,Sungam
1383,19D,8,Olympus - Ramanathapuram
1384,19D,9,Ramanathapuram
1385,19D,10,Sowripalayam Pirivu
1386,19D,11,Iyer Hospital - Trichy rd
1387,19D,12,Central studio - SInganallur
1388,19D,13,Rajalakshmi mills/PERKS
1389,19D,14,Boat House - Singanallur
1390,19D,15,Housing Unit - Singanallur
1391,19D,16,Singanallur
1392,19D,17,Vasantha mills - Singanallur
1393,19D,18,Jai Shanthi - Singanallur
1394,19D,19,Ondipudur
1395,19D,20,Irugur Pirivu
1396,19D,21,Sinthamanipudur
1397,19D,22,Pappampatti Pirivu
1398,19D,23,Ravathur Pirivu
1399,19D,24,Kumaran Kottam - Trichy road
1400,19D,25,Ranganathapuram - Sulur
1401,19D,26,Sulur
1402,19D,27,Kalangal - Sulur
1403,19D,28,Appanaickenpatti

1404,1B,1,Ondipudur
1405,1B,2,Jai Shanthi - Singanallur
1406,1B,3,Vasantha mills - Singanallur
1407,1B,4,Singanallur
1408,1B,5,Housing Unit - Singanallur
1409,1B,6,Boat House - Singanallur
1410,1B,7,Rajalakshmi mills/PERKS
1411,1B,8,Central studio - SInganallur
1412,1B,9,Iyer Hospital - Trichy rd
1413,1B,10,Sowripalayam Pirivu
1414,1B,11,Ramanathapuram
1415,1B,12,Olympus - Ramanathapuram
1416,1B,13,Sungam
1417,1B,14,Sreepathi/Kannan
1418,1B,15,Rainbow - Trichy rd
1419,1B,16,Government Hospital
1420,1B,17,Railway Station
1421,1B,18,Collectorate/DSP
1422,1B,19,VOC Park
1423,1B,20,Park Gate - Nanjappa rd
1424,1B,21,Alankar - Nanjappa rd
1425,1B,22,Gandhipuram
1426,1B,23,100 feet/GP
1427,1B,24,Kalyan - 100ft rd
1428,1B,25,Karpagam Complex - 100ft
1429,1B,26,Power House
1430,1B,27,North Coimbatore/Vadakovai
1431,1B,28,Savitha Hall - R.S.Puram
1432,1B,29,Lawley Road
1433,1B,30,Agricultural University
1434,1B,31,PN pudur - Vadavalli
1435,1B,32,Mullai Nagar - Vadavalli
1436,1B,33,Vadavalli
1437,1B,34,Aalamaram - Vadavalli
1438,1B,35,Navavoor Pirivu
1439,1B,36,Kalveerampalayam
1440,1B,37,Bharathiyar University
1441,1B,38,IOB Colony - Maruthamalai
1442,1B,39,Law College
1443,1B,40,Maruthamalai



1444,1C,1,Ondipudur
1445,1C,2,Jai Shanthi - Singanallur
1446,1C,3,Vasantha mills - Singanallur
1447,1C,4,Singanallur
1448,1C,5,Housing Unit - Singanallur
1449,1C,6,Boat House - Singanallur
1450,1C,7,Rajalakshmi mills/PERKS
1451,1C,8,Central studio - SInganallur
1452,1C,9,Iyer Hospital - Trichy rd
1453,1C,10,Sowripalayam Pirivu
1454,1C,11,Ramanathapuram
1455,1C,12,Olympus - Ramanathapuram
1456,1C,13,Sungam
1457,1C,14,Sreepathi/Kannan
1458,1C,15,Rainbow - Trichy rd
1459,1C,16,Government Hospital
1460,1C,17,Railway Station
1461,1C,18,Collectorate/DSP
1462,1C,19,Uppilipalayam - Avinashi rd
1463,1C,20,Sukravarpettai
1464,1C,21,Gandhi Park
1465,1C,22,Pal Company(Aavin)
1466,1C,23,Lawley Road
1467,1C,24,Agricultural University
1468,1C,25,PN pudur - Vadavalli
1469,1C,26,Mullai Nagar - Vadavalli
1470,1C,27,Vadavalli



1471,1D,1,Ondipudur
1472,1D,2,Jai Shanthi - Singanallur
1473,1D,3,Vasantha mills - Singanallur
1474,1D,4,Singanallur
1475,1D,5,Varatharajapuram
1476,1D,6,ESI - Singanallur
1477,1D,7,LIONs - Singanallur
1478,1D,8,Ramanuja Nagar
1479,1D,9,Manis Theatre
1480,1D,10,Hope College
1481,1D,11,Varatharaja Mills
1482,1D,12,PSG Krishnammal
1483,1D,13,PSG Tech - Peelamedu
1484,1D,14,Suguna Kalyana Mandapam
1485,1D,15,Nava India - Avinashi rd
1486,1D,16,Lakshmi Mills Junction
1487,1D,17,Mani School/GKNM Hospl
1488,1D,18,Womens Polytechnic
1489,1D,19,Gandhipuram
1490,1D,20,100 feet/GP
1491,1D,21,Kalyan - 100ft rd
1492,1D,22,Karpagam Complex - 100ft
1493,1D,23,Power House
1494,1D,24,North Coimbatore/Vadakovai
1495,1D,25,Savitha Hall - R.S.Puram
1496,1D,26,Post Office - R.S.Puram
1497,1D,27,Annapoorna - R.S.Puram
1498,1D,28,Kennedy - R.S.Puram
1499,1D,29,Gandhi Park
1500,1D,30,Pal Company(Aavin)
1501,1D,31,Lawley Road
1502,1D,32,Agricultural University
1503,1D,33,PN pudur - Vadavalli
1504,1D,34,Mullai Nagar - Vadavalli
1505,1D,35,Vadavalli
1506,1D,36,Aalamaram - Vadavalli
1507,1D,37,Navavoor Pirivu
1508,1D,38,Kalveerampalayam
1509,1D,39,Bharathiyar University
1510,1D,40,IOB Colony - Maruthamalai
1511,1D,41,Law College
1512,1D,42,Maruthamalai



1513,2,1,SITRA/Airport
1514,2,2,PSG Arts
1515,2,3,Polytechnic - Avinashi rd
1516,2,4,CIT - CODISSIA
1517,2,5,CMC - Avinashi rd
1518,2,6,Hope College
1519,2,7,Varatharaja Mills
1520,2,8,PSG Krishnammal
1521,2,9,PSG Tech - Peelamedu
1522,2,10,Suguna Kalyana Mandapam
1523,2,11,Nava India - Avinashi rd
1524,2,12,Lakshmi Mills Junction
1525,2,13,Residency
1526,2,14,Anna Statue - Avinashi rd
1527,2,15,VOC Park
1528,2,16,Uppilipalayam - Avinashi rd
1529,2,17,Collectorate/DSP
1530,2,18,Railway Station
1531,2,19,Government Hospital
1532,2,20,Town Hall
1533,2,21,Karuppagoundan st
1534,2,22,Chetti veedhi - Perur rd
1535,2,23,Shivalaya - Perur rd
1536,2,24,Muthusamy Colony - Selvapuram
1537,2,25,LIC Colony - Selvapuram
1538,2,26,Telungupalayam Pirivu - Perur
1539,2,27,Aathupalam - Perur rd
1540,2,28,Tamil kalloori - Perur
1541,2,29,Perur

1542,20,1,TVS Nagar - Thadagam rd
1543,20,2,Edayarpalayam - Thadagam rd
1544,20,3,Sivaji Colony - Thadagam rd
1545,20,4,Kovilmedu
1546,20,5,Velandipalayam
1547,20,6,Venkittapuram
1548,20,7,Saibaba Colony
1549,20,8,Puliamaram stop - NSR rd
1550,20,9,Saibaba Kovil
1551,20,10,Murugan mills - MTP rd
1552,20,11,Muthu theatre - MTP rd
1553,20,12,TVS - MTP rd
1554,20,13,Power House
1555,20,14,Karpagam Complex - 100ft
1556,20,15,Kalyan - 100ft rd
1557,20,16,100 feet/GP
1558,20,17,Gandhipuram
1559,20,18,Womens Polytechnic
1560,20,19,Mani School/GKNM Hospl
1561,20,20,Lakshmi Mills Junction
1562,20,21,Nava India - Avinashi rd
1563,20,22,Suguna Kalyana Mandapam
1564,20,23,PSG Tech - Peelamedu
1565,20,24,PSG Krishnammal
1566,20,25,Varatharaja Mills
